card_id,card_type,rarity,energy_cost,effective_cost,raw_value,per_cost_value,score,unscored_reason
LUNAR_BLAST,Attack,Uncommon,0.0,0.5,4.0,8.0,0.13495276653171448,
MACHINE_LEARNING,Power,Rare,1.0,1.0,7.0,7.0,0.11808367071525017,
MAD_SCIENCE,Attack,Event,1.0,1.0,64.43114379084967,64.43114379084967,1.0,
MAKE_IT_SO,Attack,Rare,0.0,0.5,15.0,30.0,0.5060728744939293,
MALAISE,Skill,Rare,0.0,,,,,x_cost_or_negative_cost
MANGLE,Attack,Rare,3.0,3.0,15.0,5.0,0.08434547908232155,
MANIFEST_AUTHORITY,Skill,Uncommon,1.0,1.0,15.431143790849672,15.431143790849672,0.26030944316548144,
MASTER_OF_STRATEGY,Skill,Rare,0.0,0.5,9.0,18.0,0.3036437246963576,
MASTER_PLANNER,Power,Rare,2.0,2.0,4.0,2.0,0.03373819163292862,
MAUL,Attack,Ancient,1.0,1.0,5.0,5.0,0.08434547908232155,
MAYHEM,Power,Rare,2.0,2.0,4.0,2.0,0.03373819163292862,
MELANCHOLY,Skill,Uncommon,3.0,3.0,16.0,5.333333333333333,0.08996851102114298,
MEMENTO_MORI,Attack,Uncommon,1.0,1.0,4.0,4.0,0.06747638326585724,
METAMORPHOSIS,Skill,Event,2.0,2.0,20.97584670231729,10.487923351158646,0.17692178392642866,
METEOR_SHOWER,Attack,Ancient,0.0,0.5,20.0,40.0,0.6747638326585724,
METEOR_STRIKE,Attack,Rare,5.0,5.0,30.0,6.0,0.10121457489878587,
MIDNIGHT,Attack,Rare,12.0,,,,,deck_eval_excluded:multiplayer_only
MIMIC,Skill,Rare,1.0,,,,,deck_eval_excluded:multiplayer_only
MIND_BLAST,Attack,Uncommon,1.0,1.0,1.0,1.0,0.01686909581646431,
MIND_ROT,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
MINION_DIVE_BOMB,Attack,Token,0.0,0.5,13.0,26.0,0.43859649122807204,
MINION_SACRIFICE,Skill,Token,0.0,0.5,7.0,14.0,0.23616734143050033,
MINION_STRIKE,Attack,Token,0.0,0.5,9.0,18.0,0.3036437246963576,
MIRAGE,Skill,Uncommon,0.0,0.5,3.0,6.0,0.10121457489878587,
MISERY,Attack,Rare,0.0,0.5,7.0,14.0,0.23616734143050033,
MODDED,Skill,Rare,0.0,0.5,3.0,6.0,0.10121457489878587,
MOLTEN_FIST,Attack,Common,1.0,1.0,10.0,10.0,0.1686909581646431,
MOMENTUM_STRIKE,Attack,Common,1.0,1.0,11.0,11.0,0.18556005398110742,
MONARCHS_GAZE,Power,Rare,2.0,2.0,4.0,2.0,0.03373819163292862,
MONOLOGUE,Skill,Uncommon,0.0,0.5,0.0,0.0,0.0,
MULTI_CAST,Skill,Rare,0.0,,,,,x_cost_or_negative_cost
MURDER,Attack,Rare,3.0,3.0,1.0,0.3333333333333333,0.005623031938821436,
NECRO_MASTERY,Power,Rare,2.0,2.0,9.0,4.5,0.0759109311740894,
NEGATIVE_PULSE,Skill,Common,1.0,1.0,15.5,15.5,0.2614709851551968,
NEOWS_FURY,Attack,Ancient,1.0,1.0,24.431143790849674,24.431143790849674,0.41213130551366023,
NEUROSURGE,Power,Rare,0.0,0.5,19.5,39.0,0.6578947368421081,
NEUTRALIZE,Attack,Basic,0.0,0.5,4.5,9.0,0.1518218623481788,
NEUTRON_AEGIS,Power,Rare,1.0,1.0,12.0,12.0,0.20242914979757173,
NIGHTMARE,Skill,Rare,3.0,3.0,8.431143790849672,2.8103812636165575,0.04740859081674375,
NORMALITY,Curse,Curse,-1.0,,,,,deck_eval_excluded:curse_status
NOSTALGIA,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
NOT_YET,Skill,Rare,2.0,2.0,10.0,5.0,0.08434547908232155,
NOXIOUS_FUMES,Power,Uncommon,1.0,1.0,2.5,2.5,0.04217273954116078,
NO_ESCAPE,Skill,Uncommon,1.0,1.0,0.0,0.0,0.0,
NULL,Attack,Uncommon,2.0,2.0,15.0,7.5,0.12651821862348234,
OBLIVION,Skill,Rare,0.0,0.5,4.5,9.0,0.1518218623481788,
OFFERING,Skill,Rare,0.0,0.5,9.0,18.0,0.3036437246963576,
OMNISLICE,Attack,Uncommon,0.0,0.5,8.0,16.0,0.26990553306342896,
ONE_FOR_ALL,Power,Rare,1.0,,,,,deck_eval_excluded:multiplayer_only
ONE_TWO_PUNCH,Skill,Rare,1.0,1.0,0.0,0.0,0.0,
ORBIT,Power,Uncommon,2.0,2.0,5.5,2.75,0.046390013495276855,
OUTBREAK,Power,Uncommon,1.0,1.0,6.0,6.0,0.10121457489878587,
OUTMANEUVER,Skill,Event,1.0,1.0,6.0,6.0,0.10121457489878587,
OUTRAGE,Attack,Uncommon,0.0,,,,,deck_eval_excluded:multiplayer_only
OVERCLOCK,Skill,Uncommon,0.0,0.5,4.0,8.0,0.13495276653171448,
PACTS_END,Attack,Rare,0.0,0.5,26.0,52.0,0.8771929824561441,
PAGESTORM,Power,Uncommon,1.0,1.0,5.5,5.5,0.09278002699055371,
PALE_BLUE_DOT,Power,Uncommon,1.0,1.0,5.5,5.5,0.09278002699055371,
PANACHE,Power,Uncommon,0.0,0.5,2.5,5.0,0.08434547908232155,
PANIC_BUTTON,Skill,Uncommon,0.0,0.5,30.0,60.0,1.0,
PARRY,Power,Uncommon,1.0,1.0,2.5,2.5,0.04217273954116078,
PARSE,Skill,Uncommon,1.0,1.0,9.0,9.0,0.1518218623481788,
PARTICLE_WALL,Skill,Uncommon,0.0,0.5,9.0,18.0,0.3036437246963576,
PATTER,Skill,Common,1.0,1.0,11.0,11.0,0.18556005398110742,
PECK,Attack,Event,1.0,1.0,8.0,8.0,0.13495276653171448,
PERFECTED_STRIKE,Attack,Common,2.0,2.0,2.0,1.0,0.01686909581646431,
PHANTOM_BLADES,Power,Uncommon,1.0,1.0,13.5,13.5,0.2277327935222682,
PHOTON_CUT,Attack,Common,1.0,1.0,21.431143790849674,21.431143790849674,0.3615240180642673,
PIERCING_WAIL,Skill,Common,1.0,1.0,0.0,0.0,0.0,
PILLAGE,Attack,Uncommon,1.0,1.0,6.0,6.0,0.10121457489878587,
PILLAR_OF_CREATION,Power,Uncommon,1.0,1.0,7.5,7.5,0.12651821862348234,
PINPOINT,Attack,Uncommon,3.0,3.0,15.0,5.0,0.08434547908232155,
PLOT,Skill,Uncommon,1.0,,,,,deck_eval_excluded:multiplayer_only
POISONED_STAB,Attack,Common,1.0,1.0,10.5,10.5,0.17712550607287525,
POKE,Attack,Common,0.0,0.5,6.0,12.0,0.20242914979757173,
POMMEL_STRIKE,Attack,Common,1.0,1.0,12.0,12.0,0.20242914979757173,
POOR_SLEEP,Curse,Curse,-1.0,,,,,deck_eval_excluded:curse_status
POUNCE,Attack,Uncommon,2.0,2.0,14.0,7.0,0.11808367071525017,
PRECISE_CUT,Attack,Uncommon,0.0,0.5,2.0,4.0,0.06747638326585724,
PREDATOR,Attack,Common,2.0,2.0,15.0,7.5,0.12651821862348234,
PREPARED,Skill,Common,0.0,0.5,3.0,6.0,0.10121457489878587,
PREP_TIME,Power,Uncommon,1.0,1.0,6.0,6.0,0.10121457489878587,
PRIMAL_FORCE,Skill,Rare,0.0,0.5,20.0,40.0,0.6747638326585724,
PRODUCTION,Skill,Uncommon,0.0,0.5,6.0,12.0,0.20242914979757173,
PROLONG,Skill,Uncommon,0.0,0.5,0.0,0.0,0.0,
PROPHESIZE,Skill,Uncommon,2.0,2.0,18.0,9.0,0.1518218623481788,
PROTECTOR,Attack,Ancient,1.0,1.0,1.0,1.0,0.01686909581646431,
PROWESS,Power,Uncommon,1.0,1.0,3.0,3.0,0.05060728744939293,
PULL_AGGRO,Skill,Common,2.0,2.0,11.0,5.5,0.09278002699055371,
PULL_FROM_BELOW,Attack,Uncommon,1.0,1.0,5.0,5.0,0.08434547908232155,
PURITY,Skill,Uncommon,0.0,0.5,17.431143790849674,34.86228758169935,0.5880952695968201,
PUTREFY,Skill,Uncommon,1.0,1.0,0.0,0.0,0.0,
PYRE,Power,Rare,2.0,2.0,7.0,3.5,0.05904183535762508,
QUADCAST,Skill,Ancient,1.0,1.0,0.0,0.0,0.0,
QUASAR,Skill,Uncommon,0.0,0.5,8.431143790849672,16.862287581699345,0.2844515449004625,
RADIATE,Attack,Uncommon,0.0,0.5,4.0,8.0,0.13495276653171448,
RAGE,Skill,Uncommon,0.0,0.5,0.0,0.0,0.0,
RAINBOW,Skill,Rare,2.0,2.0,6.0,3.0,0.05060728744939293,
RALLY,Skill,Rare,2.0,,,,,deck_eval_excluded:multiplayer_only
RAMPAGE,Attack,Uncommon,1.0,1.0,9.0,9.0,0.1518218623481788,
RATTLE,Attack,Uncommon,1.0,1.0,7.0,7.0,0.11808367071525017,
REANIMATE,Skill,Rare,3.0,3.0,20.0,6.666666666666667,0.11246063877642874,
REAP,Attack,Common,3.0,3.0,27.0,9.0,0.1518218623481788,
REAPER_FORM,Power,Rare,3.0,3.0,4.0,1.3333333333333333,0.022492127755285744,
REAVE,Attack,Common,1.0,1.0,25.0,25.0,0.42172739541160775,
REBOOT,Skill,Rare,0.0,0.5,12.0,24.0,0.40485829959514347,
REBOUND,Attack,Event,1.0,1.0,9.0,9.0,0.1518218623481788,
REFINE_BLADE,Skill,Common,1.0,1.0,4.8,4.8,0.08097165991902869,
REFLECT,Skill,Uncommon,1.0,1.0,15.0,15.0,0.2530364372469647,
REFLEX,Skill,Uncommon,3.0,3.0,6.0,2.0,0.03373819163292862,
REFRACT,Attack,Uncommon,3.0,3.0,29.0,9.666666666666666,0.16306792622582164,
REGRET,Curse,Curse,-1.0,,,,,deck_eval_excluded:curse_status
RELAX,Skill,Ancient,3.0,3.0,27.0,9.0,0.1518218623481788,
REND,Attack,Rare,2.0,2.0,5.0,2.5,0.04217273954116078,
RESONANCE,Skill,Uncommon,1.0,1.0,1.5,1.5,0.025303643724696467,
RESTLESSNESS,Skill,Uncommon,0.0,0.5,12.0,24.0,0.40485829959514347,
RICOCHET,Attack,Common,2.0,2.0,15.0,7.5,0.12651821862348234,
RIGHT_HAND_HAND,Attack,Uncommon,0.0,0.5,10.0,20.0,0.3373819163292862,
RIP_AND_TEAR,Attack,Event,1.0,1.0,7.0,7.0,0.11808367071525017,
ROCKET_PUNCH,Attack,Uncommon,2.0,2.0,16.0,8.0,0.13495276653171448,
ROLLING_BOULDER,Power,Rare,3.0,3.0,7.5,2.5,0.04217273954116078,
ROYALTIES,Power,Rare,1.0,1.0,19.0,19.0,0.32051282051282187,
ROYAL_GAMBLE,Skill,Uncommon,0.0,0.5,9.0,18.0,0.3036437246963576,
RUPTURE,Power,Uncommon,1.0,1.0,1.5,1.5,0.025303643724696467,
SACRIFICE,Skill,Rare,1.0,1.0,0.0,0.0,0.0,
SALVO,Attack,Rare,1.0,1.0,12.0,12.0,0.20242914979757173,
SCARE,Skill,Uncommon,0.0,0.5,1.5,3.0,0.05060728744939293,
SCAVENGE,Skill,Uncommon,1.0,1.0,14.431143790849672,14.431143790849672,0.24344034734901712,
SCOURGE,Skill,Common,1.0,1.0,22.5,22.5,0.37955465587044696,
SCRAPE,Attack,Uncommon,1.0,1.0,19.0,19.0,0.32051282051282187,
SCRAWL,Skill,Rare,1.0,1.0,0.0,0.0,0.0,
SCULPTING_STRIKE,Attack,Common,1.0,1.0,17.431143790849674,17.431143790849674,0.29404763479841006,
SEANCE,Skill,Rare,1.0,1.0,23.431143790849674,23.431143790849674,0.39526220969719594,
SECOND_WIND,Skill,Uncommon,1.0,1.0,5.0,5.0,0.08434547908232155,
SECRET_TECHNIQUE,Skill,Rare,0.0,0.5,6.947530864197531,13.895061728395062,0.23439712767198248,
SECRET_WEAPON,Skill,Rare,0.0,0.5,11.975846702317291,23.951693404634582,0.40404341100935703,
SEEKER_STRIKE,Attack,Uncommon,1.0,1.0,26.431143790849674,26.431143790849674,0.44586949714658886,
SEEKING_EDGE,Power,Rare,1.0,1.0,5.4,5.4,0.09109311740890728,
SENTRY_MODE,Power,Rare,2.0,2.0,1.5,0.75,0.012651821862348233,
SERPENT_FORM,Power,Rare,3.0,3.0,6.0,2.0,0.03373819163292862,
SETUP_STRIKE,Attack,Common,1.0,1.0,11.5,11.5,0.19399460188933956,
SEVEN_STARS,Attack,Rare,2.0,2.0,56.0,28.0,0.47233468286100067,
SEVERANCE,Attack,Uncommon,2.0,2.0,25.0,12.5,0.21086369770580388,
SHADOWMELD,Skill,Rare,1.0,1.0,0.0,0.0,0.0,
SHADOW_SHIELD,Skill,Uncommon,2.0,2.0,13.0,6.5,0.10964912280701801,
SHADOW_STEP,Skill,Rare,1.0,1.0,9.0,9.0,0.1518218623481788,
SHAME,Curse,Curse,-1.0,,,,,deck_eval_excluded:curse_status
SHARED_FATE,Skill,Rare,0.0,0.5,0.0,0.0,0.0,
SHATTER,Attack,Rare,1.0,1.0,7.0,7.0,0.11808367071525017,
SHINING_STRIKE,Attack,Uncommon,1.0,1.0,10.0,10.0,0.1686909581646431,
SHIV,Attack,Token,0.0,0.5,12.0,24.0,0.40485829959514347,
SHOCKWAVE,Skill,Uncommon,2.0,2.0,0.0,0.0,0.0,
SHROUD,Power,Uncommon,1.0,1.0,4.5,4.5,0.0759109311740894,
SHRUG_IT_OFF,Skill,Common,1.0,1.0,11.0,11.0,0.18556005398110742,
SIC_EM,Attack,Uncommon,1.0,1.0,9.5,9.5,0.16025641025641094,
SIGNAL_BOOST,Skill,Rare,1.0,1.0,1.5,1.5,0.025303643724696467,
SKEWER,Attack,Uncommon,0.0,,,,,x_cost_or_negative_cost
SKIM,Skill,Uncommon,1.0,1.0,9.0,9.0,0.1518218623481788,
SLEIGHT_OF_FLESH,Power,Uncommon,2.0,2.0,13.5,6.75,0.1138663967611341,
SLICE,Attack,Common,0.0,0.5,6.0,12.0,0.20242914979757173,
SLIMED,Status,Status,1.0,,,,,deck_eval_excluded:curse_status
SLOTH,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
SMOKESTACK,Power,Uncommon,1.0,1.0,7.5,7.5,0.12651821862348234,
SNAKEBITE,Skill,Common,2.0,2.0,10.5,5.25,0.08856275303643762,
SNAP,Attack,Common,1.0,1.0,15.431143790849672,15.431143790849672,0.26030944316548144,
SNEAKY,Power,Rare,2.0,,,,,deck_eval_excluded:multiplayer_only
SOLAR_STRIKE,Attack,Common,1.0,1.0,10.0,10.0,0.1686909581646431,
SOOT,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
SOUL,Skill,Token,0.0,0.5,18.0,36.0,0.6072874493927152,
SOULBOUND,Power,Uncommon,1.0,,,,,deck_eval_excluded:multiplayer_only
SOUL_STORM,Attack,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
SOVEREIGN_BLADE,Attack,Token,2.0,2.0,20.0,10.0,0.1686909581646431,
SOW,Attack,Common,1.0,1.0,8.0,8.0,0.13495276653171448,
SPECTRUM_SHIFT,Power,Uncommon,2.0,2.0,5.5,2.75,0.046390013495276855,
SPEEDSTER,Power,Uncommon,2.0,2.0,3.0,1.5,0.025303643724696467,
SPINNER,Power,Rare,1.0,1.0,3.5,3.5,0.05904183535762508,
SPIRIT_OF_ASH,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
SPITE,Attack,Uncommon,0.0,0.5,15.0,30.0,0.5060728744939293,
SPLASH,Skill,Uncommon,1.0,1.0,8.431143790849672,8.431143790849672,0.14222577245023124,
SPOILS_MAP,Quest,Quest,-1.0,,,,,x_cost_or_negative_cost
SPOILS_OF_BATTLE,Skill,Common,1.0,1.0,7.0,7.0,0.11808367071525017,
SPORE_MIND,Curse,Curse,1.0,,,,,deck_eval_excluded:curse_status
SPUR,Skill,Uncommon,1.0,1.0,8.0,8.0,0.13495276653171448,
SQUASH,Attack,Event,1.0,1.0,13.0,13.0,0.21929824561403602,
SQUEEZE,Attack,Rare,3.0,3.0,5.0,1.6666666666666667,0.028115159694107186,
STACK,Skill,Event,1.0,1.0,0.0,0.0,0.0,
STAMPEDE,Power,Uncommon,2.0,2.0,2.5,1.25,0.02108636977058039,
STARDUST,Attack,Uncommon,0.0,0.5,5.0,10.0,0.1686909581646431,
STOKE,Skill,Rare,1.0,1.0,8.431143790849672,8.431143790849672,0.14222577245023124,
STOMP,Attack,Uncommon,3.0,3.0,12.0,4.0,0.06747638326585724,
STONE_ARMOR,Power,Uncommon,1.0,1.0,6.0,6.0,0.10121457489878587,
STORM,Power,Uncommon,1.0,1.0,1.5,1.5,0.025303643724696467,
STORM_OF_STEEL,Skill,Rare,1.0,1.0,0.0,0.0,0.0,
STRANGLE,Attack,Uncommon,1.0,1.0,11.0,11.0,0.18556005398110742,
STRATAGEM,Power,Uncommon,1.0,1.0,2.5,2.5,0.04217273954116078,
STRIKE_DEFECT,Attack,Basic,1.0,1.0,6.0,6.0,0.10121457489878587,
STRIKE_IRONCLAD,Attack,Basic,1.0,1.0,6.0,6.0,0.10121457489878587,
STRIKE_NECROBINDER,Attack,Basic,1.0,1.0,6.0,6.0,0.10121457489878587,
STRIKE_REGENT,Attack,Basic,1.0,1.0,6.0,6.0,0.10121457489878587,
STRIKE_SILENT,Attack,Basic,1.0,1.0,6.0,6.0,0.10121457489878587,
SUBROUTINE,Power,Uncommon,1.0,1.0,2.5,2.5,0.04217273954116078,
SUCKER_PUNCH,Attack,Common,1.0,1.0,9.5,9.5,0.16025641025641094,
SUMMON_FORTH,Skill,Uncommon,1.0,1.0,1.6,1.6,0.026990553306342896,
SUNDER,Attack,Uncommon,3.0,3.0,35.0,11.666666666666666,0.19680611785875027,
SUPERCRITICAL,Skill,Rare,0.0,0.5,12.0,24.0,0.40485829959514347,
SUPERMASSIVE,Attack,Uncommon,1.0,1.0,3.0,3.0,0.05060728744939293,
SUPPRESS,Attack,Ancient,0.0,0.5,15.5,31.0,0.5229419703103936,
SURVIVOR,Skill,Basic,1.0,1.0,8.0,8.0,0.13495276653171448,
SWEEPING_BEAM,Attack,Common,1.0,1.0,9.0,9.0,0.1518218623481788,
SWEEPING_GAZE,Attack,Token,0.0,0.5,10.0,20.0,0.3373819163292862,
SWORD_BOOMERANG,Attack,Common,1.0,1.0,12.0,12.0,0.20242914979757173,
SWORD_SAGE,Power,Rare,2.0,2.0,1.5,0.75,0.012651821862348233,
SYNCHRONIZE,Skill,Uncommon,1.0,1.0,0.0,0.0,0.0,
SYNTHESIS,Attack,Uncommon,2.0,2.0,14.0,7.0,0.11808367071525017,
TACTICIAN,Skill,Uncommon,3.0,3.0,3.0,1.0,0.01686909581646431,
TAG_TEAM,Attack,Uncommon,2.0,,,,,deck_eval_excluded:multiplayer_only
TANK,Power,Rare,1.0,,,,,deck_eval_excluded:multiplayer_only
TAUNT,Skill,Common,1.0,1.0,7.5,7.5,0.12651821862348234,
TEAR_ASUNDER,Attack,Rare,2.0,2.0,10.0,5.0,0.08434547908232155,
TEMPEST,Skill,Uncommon,0.0,,,,,x_cost_or_negative_cost
TERRAFORMING,Skill,Uncommon,1.0,1.0,9.0,9.0,0.1518218623481788,
TESLA_COIL,Attack,Uncommon,0.0,0.5,3.0,6.0,0.10121457489878587,
THE_BALL,Attack,Uncommon,1.0,,,,,deck_eval_excluded:multiplayer_only
THE_BOMB,Skill,Uncommon,2.0,2.0,0.0,0.0,0.0,
THE_GAMBIT,Skill,Rare,0.0,0.5,50.0,100.0,1.0,
THE_HUNT,Attack,Rare,1.0,1.0,10.0,10.0,0.1686909581646431,
THE_SCYTHE,Attack,Rare,2.0,2.0,0.0,0.0,0.0,
THE_SEALED_THRONE,Power,Ancient,1.0,1.0,4.0,4.0,0.06747638326585724,
THE_SMITH,Skill,Rare,1.0,1.0,6.0,6.0,0.10121457489878587,
THINKING_AHEAD,Skill,Uncommon,0.0,0.5,14.431143790849672,28.862287581699345,0.48688069469803424,
THRASH,Attack,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
THRUMMING_HATCHET,Attack,Uncommon,1.0,1.0,11.0,11.0,0.18556005398110742,
THUNDER,Power,Uncommon,1.0,1.0,9.0,9.0,0.1518218623481788,
THUNDERCLAP,Attack,Common,1.0,1.0,5.5,5.5,0.09278002699055371,
TIMES_UP,Attack,Rare,2.0,2.0,1.0,0.5,0.008434547908232155,
TOOLS_OF_THE_TRADE,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
TORIC_TOUGHNESS,Skill,Event,2.0,2.0,5.0,2.5,0.04217273954116078,
TOXIC,Status,Status,1.0,,,,,deck_eval_excluded:curse_status
TRACKING,Power,Rare,2.0,2.0,4.0,2.0,0.03373819163292862,
TRANSFIGURE,Skill,Rare,1.0,1.0,11.431143790849672,11.431143790849672,0.19283305989962418,
TRASH_TO_TREASURE,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
TREMBLE,Skill,Common,1.0,1.0,4.5,4.5,0.0759109311740894,
TRUE_GRIT,Skill,Common,1.0,1.0,15.431143790849672,15.431143790849672,0.26030944316548144,
TURBO,Skill,Common,0.0,0.5,4.0,8.0,0.13495276653171448,
TUTOR,Skill,Rare,1.0,,,,,deck_eval_excluded:multiplayer_only
TWIN_STRIKE,Attack,Common,1.0,1.0,5.0,5.0,0.08434547908232155,
TYRANNY,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
ULTIMATE_DEFEND,Skill,Uncommon,1.0,1.0,11.0,11.0,0.18556005398110742,
ULTIMATE_STRIKE,Attack,Uncommon,1.0,1.0,14.0,14.0,0.23616734143050033,
UNDEATH,Skill,Rare,0.0,0.5,7.0,14.0,0.23616734143050033,
UNDERWORLD,Skill,Uncommon,2.0,,,,,deck_eval_excluded:multiplayer_only
UNLEASH,Attack,Basic,1.0,1.0,1.0,1.0,0.01686909581646431,
UNMOVABLE,Power,Rare,2.0,2.0,4.0,2.0,0.03373819163292862,
UNRELENTING,Attack,Uncommon,2.0,2.0,14.0,7.0,0.11808367071525017,
UNTOUCHABLE,Skill,Common,2.0,2.0,6.0,3.0,0.05060728744939293,
UPPERCUT,Attack,Uncommon,2.0,2.0,13.0,6.5,0.10964912280701801,
UPROAR,Attack,Common,2.0,2.0,6.0,3.0,0.05060728744939293,
UP_MY_SLEEVE,Skill,Uncommon,2.0,2.0,9.0,4.5,0.0759109311740894,
VEILPIERCER,Attack,Uncommon,1.0,1.0,10.0,10.0,0.1686909581646431,
VENERATE,Skill,Basic,1.0,1.0,2.0,2.0,0.03373819163292862,
VICIOUS,Power,Uncommon,1.0,1.0,5.5,5.5,0.09278002699055371,
VOID,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
VOID_FORM,Power,Rare,3.0,3.0,3.0,1.0,0.01686909581646431,
VOLLEY,Attack,Uncommon,0.0,,,,,x_cost_or_negative_cost
VOLTAIC,Skill,Rare,3.0,3.0,2.0,0.6666666666666666,0.011246063877642872,
WASTE_AWAY,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
WELL_LAID_PLANS,Power,Rare,1.0,1.0,4.0,4.0,0.06747638326585724,
WHIRLWIND,Attack,Uncommon,0.0,,,,,x_cost_or_negative_cost
WHISTLE,Attack,Ancient,3.0,3.0,33.0,11.0,0.18556005398110742,
WHITE_NOISE,Skill,Uncommon,1.0,1.0,5.231152647975078,5.231152647975078,0.08824481524924259,
WISH,Skill,Ancient,0.0,0.5,8.431143790849672,16.862287581699345,0.2844515449004625,
WISP,Skill,Common,0.0,0.5,3.0,6.0,0.10121457489878587,
WITHER,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
WOUND,Status,Status,-1.0,,,,,deck_eval_excluded:curse_status
WRAITH_FORM,Power,Ancient,3.0,3.0,4.5,1.5,0.025303643724696467,
WRITHE,Curse,Curse,-1.0,,,,,deck_eval_excluded:curse_status
WROUGHT_IN_WAR,Attack,Common,1.0,1.0,8.4,8.4,0.1417004048583002,
ZAP,Skill,Basic,1.0,1.0,2.0,2.0,0.03373819163292862,
